test_id	target_mass	visible_mass	intensity	width	mass_shift
test507	585.713326641359	585.822816798743	45485400.3689252	0.748210674896836	-0.109490157384425
test508	585.713326641359	585.861528961174	53832532.8496285	0.638468053378165	-0.148202319815755
test509	585.713326641359	585.741770017333	54012055.1828295	0.847931424900889	-0.0284433759748936
test510	585.713326641359	585.659625626635	48496171.0334756	0.625423072278499	0.0537010147236288
test101	933.426800023997	933.351527634868	12616476.7565206	0.638105483166873	0.0752723891288042
test102	933.426800023997	933.526035854267	11737720.8615653	0.62017368208617	-0.0992358302697539
test103	933.426800023997	933.571640627971	10660744.2814857	0.855419725738466	-0.144840603973717
test104	933.426800023997	933.260537450621	13308294.3689078	0.892224867455661	0.166262573376298
test105	933.426800023997	933.319227576116	7571834.26059783	0.616167828068137	0.107572447881103
test106	933.426800023997	933.621377628529	9134008.90072808	0.798266716860235	-0.194577604532242
test107	933.426800023997	933.575278004585	7180008.23864713	0.662214272748679	-0.148477980587631
test108	933.426800023997	933.275364105729	6093808.18437785	0.527622303552926	0.151435918267816
test109	933.426800023997	933.362071201718	6092905.57680652	0.607108534965664	0.0647288222797215
test110	933.426800023997	933.395369446697	11600494.1682331	0.752532391063869	0.031430577300489
test501	933.426800023997	933.42209157371	13884624.2357977	0.514239232242107	0.00470845028758049
test502	933.426800023997	933.567495338479	13655479.9065925	0.761696861963719	-0.140695314481854
test503	933.426800023997	933.604604388727	8777714.97238427	0.633505933918059	-0.177804364729673
test504	933.426800023997	933.475162114715	8647290.20744562	0.640374076273292	-0.0483620907180011
test505	933.426800023997	933.270281549403	7133758.36377963	0.817616152856499	0.156518474593759
test506	933.426800023997	933.479403835582	8133180.05297333	0.629405042249709	-0.052603811584413
test507	933.426800023997	933.49204080659	10297295.0018011	0.602869022171944	-0.0652407825924456
test508	933.426800023997	933.545896051312	5570732.86734521	0.667024647817016	-0.119096027314663
test509	933.426800023997	933.250793978712	12226059.2109524	0.655483501125127	0.176006045285612
test510	933.426800023997	933.573640989279	9402039.13487494	0.712107062712312	-0.146840965282172
test101	1223.44840650936	1223.47093173019	3947908.46994147	0.815893359296024	-0.0225252208299935
test102	1223.44840650936	1223.60028935275	3540324.30099323	0.797170115448535	-0.151882843393832
test103	1223.44840650936	1223.45795929278	4117228.75293344	0.886709252092987	-0.00955278342589735
test104	1223.44840650936	1223.35563494307	3984086.98104322	0.811862911190838	0.0927715662866831
test105	1223.44840650936	1223.53707806147	4035470.62445432	0.854755609855056	-0.0886715521104634
test106	1223.44840650936	1223.51767317602	3996908.50800835	0.622876356355846	-0.0692666666582227
test107	1223.44840650936	1223.37939390368	3511797.08587006	0.800569630321115	0.0690126056782902
test108	1223.44840650936	1223.31882304302	4284472.79543616	0.714944045711309	0.129583466332406
test109	1223.44840650936	1223.27949649836	3901533.37735683	0.676531752757728	0.168910010997206
test110	1223.44840650936	1223.63786326912	4279922.7356445	0.695669303275645	-0.189456759765744
test501	1223.44840650936	1223.42421986726	4234663.98264281	0.738142355065793	0.0241866420954466
test502	1223.44840650936	1223.55097327069	3534565.85365348	0.654038745444268	-0.102566761337221
test503	1223.44840650936	1223.43301080591	3809182.42200278	0.890925192460418	0.01539570344612
test504	1223.44840650936	1223.57795114242	4194752.96931341	0.757393714692444	-0.129544633068144
test505	1223.44840650936	1223.38264743001	4122725.45672022	0.672154207061976	0.0657590793445707
test506	1223.44840650936	1223.273269436	3554916.29708558	0.78408110588789	0.175137073360384
test507	1223.44840650936	1223.46042426634	4287550.72131753	0.709265771601349	-0.0120177569799125
test508	1223.44840650936	1223.31064388291	3888271.70385048	0.765359322633594	0.137762626446784
test509	1223.44840650936	1223.55898798187	3909269.81298253	0.5916629049927	-0.11058147251606
test510	1223.44840650936	1223.60688193408	3714574.24317487	0.685017862170935	-0.158475424721837
test101	1572.11922719306	1572.17717198678	50959086.1597098	0.558366470690817	-0.0579447937197983
test102	1572.11922719306	1571.92305628317	54127363.4578101	0.711109364498407	0.196170909889042
test103	1572.11922719306	1571.99420477427	45794252.5437102	0.752773731946945	0.125022418797016
test104	1572.11922719306	1571.95601279824	54178723.1527269	0.890117724239826	0.163214394822717
test105	1572.11922719306	1572.08312678537	52862111.4464477	0.692728231754154	0.0361004076898098
test106	1572.11922719306	1572.28039281764	51423117.5766327	0.849823417048901	-0.161165624577552
test107	1572.11922719306	1572.21416042759	53335921.0123308	0.898319723270834	-0.0949332345277071
test108	1572.11922719306	1572.21837400808	51301779.2371102	0.700443066377193	-0.0991468150168657
test109	1572.11922719306	1571.95456795772	54461977.4189778	0.893986503314227	0.164659235347062
test110	1572.11922719306	1572.02648125389	51128294.703085	0.501744070462882	0.0927459391765296
test501	1572.11922719306	1571.93316353834	48354342.9197744	0.632402017246932	0.186063654720783
test502	1572.11922719306	1572.17582857492	51591634.771321	0.873925044108182	-0.0566013818606734
test503	1572.11922719306	1571.96279765689	47759329.2156234	0.888873823173344	0.156429536174983
test504	1572.11922719306	1572.25526188887	52716866.931878	0.631720660906285	-0.136034695804119
test505	1572.11922719306	1572.19599585761	48852972.0087536	0.695764848589897	-0.0767686645500362
test506	1572.11922719306	1572.11579530281	54942199.9067999	0.518103668279946	0.0034318902529776
test507	1572.11922719306	1572.10125526949	45668404.6634473	0.723250706028193	0.0179719235748053
test508	1572.11922719306	1572.09218185204	53691464.7300728	0.786588326562196	0.0270453410223127
test509	1572.11922719306	1572.27101271902	45227885.5885379	0.647542016394436	-0.151785525958985
test510	1572.11922719306	1571.94946706905	52717378.8752407	0.528338211309165	0.169760124012828
test101	1863.31448993227	1863.19889263092	631444.99831833	0.551593636162579	0.115597301349044
test102	1863.31448993227	1863.40245799674	776754.083111882	0.512415074557066	-0.0879680644720793
test103	1863.31448993227	1863.46969006183	1463158.2479924	0.599892850313336	-0.155200129561126
test104	1863.31448993227	1863.14255988477	978667.033836246	0.749530556611717	0.171930047497153
test105	1863.31448993227	1863.31450031484	944658.760912716	0.844577662739903	-1.03825703263172e-05
test106	1863.31448993227	1863.11484595882	941495.863255113	0.586934248823672	0.199643973447382
test107	1863.31448993227	1863.34932057774	527181.306388229	0.523361361213028	-0.0348306454718113
test108	1863.31448993227	1863.32900657272	972804.558463395	0.543686664942652	-0.0145166404545307
test109	1863.31448993227	1863.34337350214	1421396.90276235	0.636414882633835	-0.0288835698738694
test110	1863.31448993227	1863.50603116611	706947.852158919	0.680002935696393	-0.191541233845055
test501	1863.31448993227	1863.30162123982	840790.395392105	0.671399357542396	0.0128686924465001
test502	1863.31448993227	1863.3276922971	1248888.15940358	0.781073440983892	-0.0132023648358882
test503	1863.31448993227	1863.24330043187	1338595.69393098	0.884106080699712	0.0711895003914833
test504	1863.31448993227	1863.40575206233	671136.373654008	0.712192065268755	-0.0912621300667524
test505	1863.31448993227	1863.39930406055	1241960.33366025	0.559177411533892	-0.084814128279686
test506	1863.31448993227	1863.22594353324	771421.211771667	0.709092191141099	0.0885463990271092
test507	1863.31448993227	1863.17212311933	661722.712451592	0.6980956367217	0.142366812936962
test508	1863.31448993227	1863.39344370654	1456070.92836872	0.817048748582602	-0.0789537742733956
test509	1863.31448993227	1863.34272966804	886123.575270176	0.527647862769663	-0.0282397357746959
test510	1863.31448993227	1863.1234922437	1405174.85095188	0.873992481455207	0.190997688565403
test101	1979.03799255844	1979.20024255449	313924093.055539	0.841361724771559	-0.162249996047467
test102	1979.03799255844	1979.05905454187	304173236.805946	0.639433527551591	-0.0210619834251702
test103	1979.03799255844	1979.14372550314	338750704.121776	0.752341953292489	-0.105732944700867
test104	1979.03799255844	1978.90557597559	315546889.277175	0.553574995324016	0.132416582852602
test105	1979.03799255844	1979.08961986033	275913431.05305	0.7935726380907	-0.051627301890403
test106	1979.03799255844	1979.17842795914	264501870.935783	0.738846838101745	-0.140435400698334
test107	1979.03799255844	1978.92914059358	250461811.525747	0.524481603316963	0.10885196486488
test108	1979.03799255844	1978.87881420478	254736347.42666	0.536353180650622	0.159178353659809
test109	1979.03799255844	1978.87617640132	309029634.622857	0.759263151418418	0.161816157121211
test110	1979.03799255844	1978.9840483468	289186096.936464	0.570079328212887	0.0539442116394639
test501	1979.03799255844	1979.0661194752	275782320.857979	0.888191718887538	-0.0281269167549908
test502	1979.03799255844	1979.1824278459	312395197.711885	0.672712851315737	-0.144435287453234
test503	1979.03799255844	1979.15566192428	278518405.393697	0.824642047192901	-0.117669365834445
test504	1979.03799255844	1979.02488942118	286049872.729927	0.536123424954712	0.0131031372584403
test505	1979.03799255844	1979.08471605722	269119228.399359	0.683847303967923	-0.0467234987765551
test506	1979.03799255844	1978.91009888006	292556999.949738	0.760684401076287	0.127893678378314
test507	1979.03799255844	1979.09203033103	286580178.770237	0.769056699052453	-0.0540377725847065
test508	1979.03799255844	1979.08079163916	288927005.30123	0.552658522967249	-0.042799080722034
test509	1979.03799255844	1978.90739898868	260650077.299215	0.532098119799048	0.130593569763005
test510	1979.03799255844	1978.9094523319	309840046.078898	0.692816775850952	0.128540226537734
test111	44.4536250999663	44.5273649061564	396494661.737233	0.72406570604071	-0.0737398061901331
test112	44.4536250999663	44.612823421089	383565499.493852	0.688738518301398	-0.159198321122676
test113	44.4536250999663	44.5373139791656	384688306.506723	0.785547353699803	-0.0836888791993261
test114	44.4536250999663	44.2826732233632	372532892.529853	0.531701298430562	0.170951876603067
test115	44.4536250999663	44.5575145878363	427388945.687562	0.857265315391123	-0.103889487870038
test116	44.4536250999663	44.3682771957945	417205547.052436	0.835342613607645	0.0853479041717947
test117	44.4536250999663	44.567972180387	449323240.481317	0.620375086925924	-0.114347080420703
test118	44.4536250999663	44.4481208828744	419177761.510946	0.670594518166035	0.00550421709194779
test119	44.4536250999663	44.5856054989155	363636965.956539	0.519864851795137	-0.131980398949236
test120	44.4536250999663	44.5817143819761	356160890.194587	0.603060887288302	-0.128089282009751
test511	44.4536250999663	44.6394427719992	353187684.249133	0.827463000640273	-0.185817672032863
test512	44.4536250999663	44.3253291342873	359843237.767927	0.642253039684147	0.12829596567899
test513	44.4536250999663	44.4018953849096	446463118.796237	0.846691385190934	0.0517297150567174
test514	44.4536250999663	44.6382642861921	423154417.821206	0.585908074025065	-0.184639186225832
test515	44.4536250999663	44.5215700925794	439047350.711189	0.836301759444177	-0.0679449926130474
test516	44.4536250999663	44.4231027307455	432769537.76367	0.540235264506191	0.0305223692208529
test517	44.4536250999663	44.2848245150875	415727719.198912	0.639607383869588	0.168800584878773
test518	44.4536250999663	44.407418297464	356840721.191838	0.696406052261591	0.0462068025022745
test519	44.4536250999663	44.3582472294103	431754275.178537	0.770315988920629	0.0953778705559671
test520	44.4536250999663	44.443097343063	420398796.326481	0.76628791000694	0.0105277569033206
test111	411.059174992144	410.875649029575	72648988.8667129	0.606056611891836	0.18352596256882
test112	411.059174992144	410.903701628651	65017543.7214784	0.698210549075157	0.155473363492638
test113	411.059174992144	411.247656065226	65693751.1195429	0.766729426942766	-0.188481073081493
test114	411.059174992144	410.938380961493	68152528.1444192	0.529575988836586	0.12079403065145
test115	411.059174992144	411.087605895568	68627624.8889044	0.500256262999028	-0.0284309034235775
test116	411.059174992144	410.940454045031	70450186.0705204	0.53766504265368	0.118720947112888
test117	411.059174992144	410.91143173594	70204798.8097183	0.796394771244377	0.14774325620383
test118	411.059174992144	411.042250392027	72168785.5920754	0.676369334571064	0.0169246001169086
test119	411.059174992144	411.016085634753	69247171.8997695	0.719523789081722	0.0430893573909998
test120	411.059174992144	410.863762254268	68457112.9945107	0.608501271624118	0.195412737876177
test511	411.059174992144	411.038376435079	74519556.7817427	0.615774771012366	0.0207985570654273
test512	411.059174992144	411.014935209882	65749442.211818	0.537841708119959	0.0442397822625935
test513	411.059174992144	411.022815239243	72269954.7419325	0.6508449845016	0.0363597529008985
test514	411.059174992144	411.131912521645	67270210.0896277	0.522617332264781	-0.0727375295013189
test515	411.059174992144	410.919342700578	70577902.6076198	0.846930867619813	0.139832291565835
test516	411.059174992144	411.185457502212	66547294.9435934	0.642589856497943	-0.126282510068268
test517	411.059174992144	410.963068990596	73142312.1900298	0.807345394603908	0.096106001548469
test518	411.059174992144	410.981385322846	66006945.7627833	0.53651424087584	0.0777896692976355
test519	411.059174992144	410.866452900972	68736526.2629464	0.630515028815716	0.192722091171891
test520	411.059174992144	410.925644092448	65802812.3318218	0.832430546171963	0.133530899696052
test111	585.713326641359	585.756758317724	911571946.134791	0.66905514113605	-0.0434316763654351
test112	585.713326641359	585.811143413	918086337.41457	0.501618385128677	-0.0978167716413737
test113	585.713326641359	585.896200930327	886702582.35652	0.782626866083592	-0.182874288968742
test114	585.713326641359	585.837084845547	949741298.565641	0.715916191600263	-0.123758204188198
test115	585.713326641359	585.856000947021	894580641.831271	0.532550083473325	-0.142674305662513
test116	585.713326641359	585.903079498466	910765591.310337	0.847475762292743	-0.189752857107669
test117	585.713326641359	585.709818853811	894950140.942819	0.830951838381589	0.00350778754800557
test118	585.713326641359	585.911951192375	851428131.945431	0.585286403726786	-0.198624551016837
test119	585.713326641359	585.664126696158	870582907.367498	0.591217886097729	0.0491999452002347
test120	585.713326641359	585.557664207369	877629753.132351	0.563823377806693	0.155662433989346
test511	585.713326641359	585.718801800069	905774474.004284	0.80992094213143	-0.00547515871003271
test512	585.713326641359	585.628118326888	944881500.72284	0.756498054135591	0.0852083144709468
test513	585.713326641359	585.778270596266	940739306.06246	0.762746246811003	-0.0649439549073577
test514	585.713326641359	585.904356035963	859440225.292929	0.658018343523145	-0.191029394604266
test515	585.713326641359	585.593087053113	877962561.114691	0.752934432122856	0.12023958824575
test516	585.713326641359	585.824093870912	944254302.675836	0.801110341586173	-0.110767229553312
test517	585.713326641359	585.831898713298	915283062.658273	0.572751266788691	-0.118572071939707
test518	585.713326641359	585.892210141663	949790471.699089	0.712587913963944	-0.178883500304073
test519	585.713326641359	585.756041808799	941936079.366133	0.622263156808913	-0.042715167440474
test520	585.713326641359	585.712435688823	880897121.457383	0.555092747043818	0.000890952534973621
test111	933.426800023997	933.528176806355	6913546.11469433	0.79402364147827	-0.101376782357693
test112	933.426800023997	933.319090320962	6998034.70703773	0.663725855294615	0.107709703035653
test113	933.426800023997	933.551566045871	7204347.63329104	0.739936966542155	-0.124766021873802
test114	933.426800023997	933.393566989014	6749371.57589011	0.536031944584101	0.0332330349832773
test115	933.426800023997	933.437679157825	6774033.15389529	0.539419974107295	-0.0108791338279843
test116	933.426800023997	933.560829141131	7282275.3849905	0.64709282591939	-0.134029117133468
test117	933.426800023997	933.464873533184	6676586.87848598	0.754266066849232	-0.0380735091865063
test118	933.426800023997	933.466850999603	7155641.42842777	0.779204338882118	-0.0400509756058454
test119	933.426800023997	933.268474320928	6725533.1419874	0.692812013346702	0.158325703069568
test120	933.426800023997	933.611620997405	6876155.13801575	0.874614643398672	-0.184820973407477
test511	933.426800023997	933.239187114639	6932059.4985038	0.725167180597782	0.187612909357995
test512	933.426800023997	933.338126314851	6961424.17541705	0.555960029922426	0.0886737091466784
test513	933.426800023997	933.480059420178	6602672.3687537	0.769567488040775	-0.0532593961805105
test514	933.426800023997	933.391556343669	6861958.67462084	0.570644337683916	0.0352436803281307
test515	933.426800023997	933.559160432452	6743457.56648108	0.755923824943602	-0.132360408455133
test516	933.426800023997	933.466338040726	6909011.99751534	0.686950178258121	-0.0395380167290568
test517	933.426800023997	933.282186338352	6583274.72885139	0.61389140393585	0.144613685645163
test518	933.426800023997	933.385741732875	7299870.01232803	0.588190728984773	0.0410582911223173
test519	933.426800023997	933.507170651434	6525669.09883171	0.613404796365648	-0.0803706274367869
test520	933.426800023997	933.285775446566	7384009.59549472	0.698669223766774	0.141024577431381
test111	1223.44840650936	1223.31953610959	40110727.0782813	0.542707611434162	0.128870399761945
test112	1223.44840650936	1223.31971397852	40368305.5378497	0.611067051719874	0.128692530840635
test113	1223.44840650936	1223.34798457562	38583241.5521145	0.597556742932647	0.100421933736652
test114	1223.44840650936	1223.54699615459	39570233.0814675	0.733300274703652	-0.0985896452330053
test115	1223.44840650936	1223.40494488874	40563238.337636	0.833763867802918	0.0434616206213832
test116	1223.44840650936	1223.57202251949	38434358.688537	0.608658624626696	-0.123616010136902
test117	1223.44840650936	1223.53515065941	41065093.7119499	0.855539431236684	-0.0867441500537098
test118	1223.44840650936	1223.37726589139	38914660.5529822	0.826364368665963	0.0711406179703772
test119	1223.44840650936	1223.27228327901	35297498.2839078	0.671170163433999	0.176123230345547
test120	1223.44840650936	1223.43901928966	35175022.4782154	0.50250883186236	0.00938721969723702
test511	1223.44840650936	1223.34721047743	40813783.0602936	0.706360605917871	0.101196031924337
test512	1223.44840650936	1223.64333895869	38734914.6814086	0.792790048010647	-0.194932449329644
test513	1223.44840650936	1223.26486383914	35824375.5367585	0.598506603203714	0.183542670216411
test514	1223.44840650936	1223.57447618791	38898718.0264667	0.768873718567193	-0.126069678552449
test515	1223.44840650936	1223.52826194619	35928960.1631463	0.851699739135802	-0.0798554368317127
test516	1223.44840650936	1223.42709279167	44889526.0132849	0.846627753227949	0.0213137176819146
test517	1223.44840650936	1223.62168839243	36512472.0684253	0.635920415632427	-0.173281883075833
test518	1223.44840650936	1223.48327738843	35157550.8969836	0.578673129808158	-0.034870879072696
test519	1223.44840650936	1223.52688847682	39286737.0462045	0.546645172219724	-0.0784819674678147
test520	1223.44840650936	1223.38497016164	37025569.6889944	0.881503579672426	0.0634363477118313
test111	1572.11922719306	1572.21970113856	750235159.718432	0.803873191028833	-0.100473945494741
test112	1572.11922719306	1572.08917734209	847775958.362036	0.593528291210532	0.0300498509779573
test113	1572.11922719306	1572.02110683532	803876049.187966	0.788585580419749	0.098120357748121
test114	1572.11922719306	1572.26987826885	771349321.235903	0.660170580632985	-0.150651075784117
test115	1572.11922719306	1571.96437905473	809495591.20927	0.735583527106792	0.154848138336092
test116	1572.11922719306	1572.13496463294	756571182.585322	0.885624652728438	-0.0157374398782849
test117	1572.11922719306	1571.92117966381	777956115.454435	0.580599227920175	0.198047529254109
test118	1572.11922719306	1572.03891081889	780600367.765874	0.755318240169436	0.0803163741715253
test119	1572.11922719306	1572.09692140152	802561240.759678	0.553679744992405	0.0223057915456593
test120	1572.11922719306	1572.01807479071	751791005.744599	0.525162336137146	0.101152402348816
test511	1572.11922719306	1572.30548043088	824583323.905245	0.899874384980649	-0.186253237817436
test512	1572.11922719306	1572.09403108959	785036231.484264	0.628407353907823	0.0251961034722626
test513	1572.11922719306	1571.95192405269	794167320.313864	0.89977077851072	0.167303140368313
test514	1572.11922719306	1572.31615301841	785431016.58579	0.823828202486038	-0.196925825346261
test515	1572.11922719306	1572.11272820602	762025616.737083	0.60780463591218	0.00649898704141377
test516	1572.11922719306	1572.05768982354	797998201.102018	0.69322873102501	0.0615373695269227
test517	1572.11922719306	1572.10791175938	815973476.064391	0.676708193775266	0.0113154336810112
test518	1572.11922719306	1572.00258198497	771905355.31845	0.626536729186773	0.116645208094269
test519	1572.11922719306	1572.16509789121	806352167.529985	0.692136834561825	-0.0458706981502473
test520	1572.11922719306	1571.9625078755	766990476.66043	0.688207466900349	0.156719317566603
test111	1863.31448993227	1863.30669423416	593644476.402551	0.660232273582369	0.00779569810256361
test112	1863.31448993227	1863.15626222985	587498068.786226	0.604673489835113	0.15822770241648
test113	1863.31448993227	1863.17744245771	564561329.083517	0.593101522885263	0.137047474551946
test114	1863.31448993227	1863.45898751952	557956661.912613	0.793250614218414	-0.144497587252408
test115	1863.31448993227	1863.28690535361	632137437.74686	0.687051414512098	0.0275845786556602
test116	1863.31448993227	1863.20088341683	643072810.722515	0.558279893081635	0.113606515433639
test117	1863.31448993227	1863.28549501281	619349278.765731	0.895329057332128	0.0289949194528162
test118	1863.31448993227	1863.24309771126	603747313.050553	0.620221721474081	0.0713922210037709
test119	1863.31448993227	1863.19377437029	637853959.412314	0.563315026741475	0.120715561974794
test120	1863.31448993227	1863.49718375485	560863307.653926	0.561279834154993	-0.182693822588772
test511	1863.31448993227	1863.18836632203	558204812.556505	0.889297058153898	0.126123610232025
test512	1863.31448993227	1863.44382243846	613421309.785917	0.895783493015915	-0.129332506190985
test513	1863.31448993227	1863.21471737484	575903620.314784	0.772835650015622	0.0997725574299693
test514	1863.31448993227	1863.2720308993	624729031.464085	0.671173003595322	0.0424590329639614
test515	1863.31448993227	1863.42136538373	619938687.56108	0.547282746899873	-0.106875451467931
test516	1863.31448993227	1863.50449214326	631877572.74136	0.683653604332358	-0.190002210997045
test517	1863.31448993227	1863.27084750105	595862355.385907	0.570981104206294	0.0436424312181771
test518	1863.31448993227	1863.3041686669	625323090.841994	0.723441563919187	0.0103212653659284
test519	1863.31448993227	1863.31582474941	607970619.830303	0.76348984837532	-0.00133481714874506
test520	1863.31448993227	1863.36201512888	620783587.405458	0.862463648989797	-0.0475251966156066
test111	1979.03799255844	1979.06277768882	1293963.29005249	0.820350249297917	-0.0247851303778589
test112	1979.03799255844	1978.94667898966	1276836.13728732	0.725489285774529	0.0913135687820613
test113	1979.03799255844	1979.15147087192	899095.534346998	0.866481020394713	-0.113478313479573
test114	1979.03799255844	1978.92111162981	632058.759452775	0.618370463512838	0.116880928631872
test115	1979.03799255844	1978.87575984877	1276593.5882926	0.676550142187625	0.162232709676027
test116	1979.03799255844	1978.87950621201	1038238.65228333	0.725583963748068	0.158486346434802
test117	1979.03799255844	1979.0291529878	674463.956616819	0.620143033098429	0.00883957063779234
test118	1979.03799255844	1978.99548851773	701369.138900191	0.626175856683403	0.042504040710628
test119	1979.03799255844	1979.21255136831	927569.699240848	0.536554259900004	-0.174558809865266
test120	1979.03799255844	1978.91086486559	540188.358630985	0.714547449722886	0.127127692848444
test511	1979.03799255844	1979.07972692149	1090967.7373711	0.582819497119635	-0.0417343630455434
test512	1979.03799255844	1979.02469857596	1004991.2428949	0.664447034429759	0.0132939824834466
test513	1979.03799255844	1978.87431789348	683006.794191897	0.667285291012377	0.163674664963037
test514	1979.03799255844	1979.09519465482	1162329.11334373	0.554636959917843	-0.0572020963765681
test515	1979.03799255844	1979.22533733267	793178.423773497	0.514422035031021	-0.187344774231315
test516	1979.03799255844	1979.16781238727	1353837.64654398	0.832890297845006	-0.129819828830659
test517	1979.03799255844	1979.05268003065	1408731.97955079	0.599375947285443	-0.0146874722093344
test518	1979.03799255844	1978.9147369056	730061.527341604	0.666320869140327	0.123255652841181
test519	1979.03799255844	1978.89833854027	1112154.74433266	0.844233532808721	0.139654018171132
test520	1979.03799255844	1978.88848033948	933455.315185711	0.601409404072911	0.149512218963355
test121	44.4536250999663	44.3417652158532	4821861.8859537	0.804456621035934	0.111859884113073
test122	44.4536250999663	44.5380368968006	5421189.02434595	0.871333378646523	-0.0844117968343198
test123	44.4536250999663	44.4101409656461	4626136.62937656	0.627173224650323	0.0434841343201697
test124	44.4536250999663	44.302878142288	4505629.89967875	0.784535447787494	0.150746957678348
test125	44.4536250999663	44.5048944361042	5439681.80497177	0.505701991729438	-0.0512693361379206
test126	44.4536250999663	44.258514101943	5029389.07057978	0.745230153761804	0.195110998023301
test127	44.4536250999663	44.2945101439487	5150773.98926951	0.673909834399819	0.159114956017584
